User,Name,Playtime,Genre,Purchace,Play
151229648,Left 4 Dead 2,2.7,Shooter,1,1
151229648,Dead Space,0.3,Action,1,1
151229648,Borderlands,0.3,Shooter,1,1
56038151,Bejeweled 3,41.0,Puzzle,1,1
56038151,EVE Online,35.0,Role-Playing,1,1
56038151,Borderlands 2,21.0,Shooter,1,1
56038151,Dead Island,12.9,Action,1,1
56038151,Darksiders,7.0,Action,1,1
56038151,BioShock Infinite,6.6,Shooter,1,1
56038151,DC Universe Online,3.8,Role-Playing,1,1
56038151,RIFT,3.3,Role-Playing,1,1
56038151,Darksiders II,3.1,Action,1,1
56038151,Trine 2,2.8,Platform,1,1
56038151,Anno 2070,2.8,Strategy,1,1
56038151,Borderlands,2.5,Shooter,1,1
56038151,Left 4 Dead,1.0,Shooter,1,1
56038151,Might & Magic Heroes VI,0.9,Role-Playing,1,1
56038151,Portal 2,0.8,Shooter,1,1
56038151,Left 4 Dead 2,0.5,Shooter,1,1
56038151,Trapped Dead,0.2,Strategy,1,1
148928721,Saints Row IV,14.8,Action,1,1
57234698,Dead Island,1.2,Action,1,1
57234698,Torchlight,0.9,Role-Playing,1,1
57234698,Titan Quest,0.4,Role-Playing,1,1
272820556,Sleeping Dogs,0.7,Action,1,1
32592631,Mafia II,16.8,Action,1,1
32592631,Duke Nukem Forever,8.8,Shooter,1,1
57103808,Company of Heroes,89.0,Strategy,1,1
57103808,Company of Heroes 2,65.0,Strategy,1,1
57103808,Terraria,59.0,Action,1,1
57103808,Battlefield 2,54.0,Shooter,1,1
57103808,Men of War,39.0,Strategy,1,1
57103808,Stronghold 3,14.7,Strategy,1,1
57103808,DiRT Rally,5.6,Racing,1,1
57103808,Half-Life 2,5.2,Shooter,1,1
57103808,Defiance,3.9,Shooter,1,1
57103808,Portal,1.9,Puzzle,1,1
63276972,Tropico 5,9.9,Simulation,1,1
63276972,Left 4 Dead 2,3.6,Shooter,1,1
63276972,Half-Life 2,3.4,Shooter,1,1
63276972,Portal,0.2,Puzzle,1,1
87445402,Fallout 4,83.0,Role-Playing,1,1
248613483,Rocket League,39.0,Sports,1,1
94088853,Far Cry 3,29.0,Shooter,1,1
94088853,Borderlands 2,25.0,Shooter,1,1
94088853,Dungeon Defenders,14.3,Role-Playing,1,1
94088853,Terraria,11.2,Action,1,1
94088853,Portal 2,8.1,Shooter,1,1
94088853,Dead Space,0.3,Action,1,1
48058475,DC Universe Online,77.0,Role-Playing,1,1
48058475,Left 4 Dead,21.0,Shooter,1,1
48058475,Duke Nukem Forever,18.6,Shooter,1,1
48058475,Portal,5.3,Puzzle,1,1
170095814,Tomb Raider,19.6,Action,1,1
170095814,TERA,3.9,Role-Playing,1,1
31887051,Football Manager 2013,145.0,Sports,1,1
248444377,Two Worlds II,0.1,Role-Playing,1,0
148510973,Left 4 Dead 2,2.4,Shooter,1,1
148510973,Rocket League,0.7,Sports,1,1
148510973,Portal 2,0.6,Shooter,1,1
148510973,Mafia II,0.5,Action,1,1
148510973,Terraria,0.3,Action,1,1
64369759,Mass Effect,53.0,Role-Playing,1,1
64369759,DC Universe Online,43.0,Role-Playing,1,1
64369759,Darksiders II,27.0,Action,1,1
64369759,Alan Wake,18.2,Action,1,1
64369759,Darksiders,18.1,Action,1,1
64369759,Tomb Raider,17.3,Action,1,1
64369759,LEGO The Hobbit,15.0,Action,1,1
64369759,Borderlands,12.1,Shooter,1,1
64369759,Borderlands 2,9.4,Shooter,1,1
64369759,BioShock,9.3,Shooter,1,1
64369759,LEGO Jurassic World,9.3,Action,1,1
64369759,Far Cry 3,4.9,Shooter,1,1
64369759,Sonic & All-Stars Racing Transformed,3.3,Racing,1,1
64369759,Portal,3.2,Puzzle,1,1
64369759,Torchlight,2.1,Role-Playing,1,1
64369759,Portal 2,1.9,Shooter,1,1
64369759,Trine,1.4,Action,1,1
64369759,Sonic Generations,0.9,Platform,1,1
64369759,Trine 2,0.4,Platform,1,1
64369759,BioShock 2,0.3,Shooter,1,1
125699277,DC Universe Online,57.0,Role-Playing,1,1
9823354,Mass Effect,68.0,Role-Playing,1,1
9823354,Mass Effect 2,64.0,Role-Playing,1,1
9823354,Galactic Civilizations III,55.0,Strategy,1,1
9823354,Anno 2070,30.0,Strategy,1,1
9823354,BioShock,26.0,Shooter,1,1
9823354,Half-Life 2,24.0,Shooter,1,1
9823354,Far Cry 3,22.0,Shooter,1,1
9823354,Company of Heroes 2,19.8,Strategy,1,1
9823354,Dishonored,19.7,Action,1,1
9823354,Tomb Raider,19.1,Action,1,1
9823354,Homeworld Remastered Collection,17.2,Strategy,1,1
9823354,Portal 2,16.9,Shooter,1,1
9823354,Dead Space,16.5,Action,1,1
9823354,BioShock Infinite,15.6,Shooter,1,1
9823354,Dead Space 2,12.5,Shooter,1,1
9823354,Crysis,11.4,Shooter,1,1
9823354,Metro 2033,11.0,Shooter,1,1
9823354,Portal,8.2,Puzzle,1,1
9823354,BioShock 2,7.2,Shooter,1,1
9823354,Prey,5.4,Shooter,1,1
9823354,Alan Wake,4.6,Action,1,1
9823354,F.E.A.R. 3,4.0,Shooter,1,1
9823354,Worms Reloaded,3.3,Strategy,1,1
9823354,Left 4 Dead 2,2.7,Shooter,1,1
9823354,Borderlands 2,2.2,Shooter,1,1
9823354,Dead Island,1.8,Action,1,1
9823354,F.E.A.R. Perseus Mandate,0.2,Shooter,1,1
226033921,Grand Theft Auto V,86.0,Action,1,1
100519466,Euro Truck Simulator 2,29.0,Action,1,1
100519466,Borderlands 2,15.6,Shooter,1,1
100519466,Portal 2,15.0,Shooter,1,1
100519466,Dishonored,14.8,Action,1,1
100519466,Rocket League,9.7,Sports,1,1
100519466,Dead Island,6.9,Action,1,1
100519466,APB Reloaded,1.4,Role-Playing,1,1
100519466,Saints Row IV,0.6,Action,1,1
107886872,Left 4 Dead 2,27.0,Shooter,1,1
107886872,Trine 2,2.8,Platform,1,1
180789959,Borderlands 2,14.8,Shooter,1,1
168031436,Metro 2033,3.0,Shooter,1,1
162543176,Borderlands 2,2.0,Shooter,1,1
162543176,Saints Row 2,0.5,Action,1,1
162543176,Just Cause 2,0.3,Action,1,1
95898619,Dead Island,10.1,Action,1,1
69857045,Mafia II,21.0,Action,1,1
16167221,Fable III,105.0,Role-Playing,1,1
16167221,Half-Life 2,13.0,Shooter,1,1
16167221,Portal,1.9,Puzzle,1,1
16167221,The Escapists,0.3,Action,1,1
19586574,Portal 2,25.0,Shooter,1,1
19586574,Left 4 Dead 2,6.9,Shooter,1,1
82792088,Football Manager 2011,63.0,Sports,1,1
213909719,The Binding of Isaac,67.0,Action,1,1
41883322,Darksiders II,21.0,Action,1,1
99017037,Far Cry 3,143.0,Shooter,1,1
170491009,Terraria,286.0,Action,1,1
170491009,Far Cry 3,34.0,Shooter,1,1
170491009,Borderlands 2,31.0,Shooter,1,1
170491009,Rocket League,14.4,Sports,1,1
170491009,Far Cry 4,6.5,Shooter,1,1
64365339,Portal,14.0,Puzzle,1,1
103669953,Portal 2,4.7,Shooter,1,1
299670894,Euro Truck Simulator 2,3.9,Action,1,1
48239695,Half-Life 2,22.0,Shooter,1,1
48239695,Portal,0.2,Puzzle,1,1
293463755,Anno 2070,4.5,Strategy,1,1
293463755,Tropico 5,2.4,Simulation,1,1
131227694,Borderlands 2,29.0,Shooter,1,1
131227694,Rocket League,28.0,Sports,1,1
131227694,Magicka,0.6,Role-Playing,1,1
150751526,Stronghold Kingdoms,5.9,Strategy,1,1
150751526,The Binding of Isaac,5.7,Action,1,1
150751526,Portal 2,1.6,Shooter,1,1
58237510,Football Manager 2012,1191.0,Sports,1,1
58237510,Football Manager 2015,646.0,Simulation,1,1
58237510,Football Manager 2011,315.0,Sports,1,1
58237510,Grand Theft Auto IV,9.4,Action,1,1
162649407,Mafia II,23.0,Action,1,1
70165453,F1 2012,64.0,Racing,1,1
70165453,Homefront,4.5,Shooter,1,1
136021775,Magicka,1.0,Role-Playing,1,1
39446138,Portal 2,19.1,Shooter,1,1
39446138,Braid,0.3,Platform,1,1
215540943,Terraria,67.0,Action,1,1
215540943,Left 4 Dead 2,6.3,Shooter,1,1
215540943,Borderlands 2,1.3,Shooter,1,1
81743539,Half-Life,2.9,Shooter,1,1
81743539,Portal,1.6,Puzzle,1,1
128790593,Borderlands 2,11.2,Shooter,1,1
128790593,DC Universe Online,1.3,Role-Playing,1,1
128790593,Magicka,1.2,Role-Playing,1,1
128790593,Trine,1.2,Action,1,1
128790593,Trine 2,0.2,Platform,1,1
198346312,Borderlands 2,42.0,Shooter,1,1
198346312,Borderlands,42.0,Shooter,1,1
198346312,LEGO The Lord of the Rings,17.1,Action,1,1
198346312,Terraria,14.3,Action,1,1
198346312,Tomb Raider,8.1,Action,1,1
198346312,Portal,3.5,Puzzle,1,1
198346312,Dead Space 2,0.4,Shooter,1,1
88919723,Football Manager 2011,26.0,Sports,1,1
26802825,Left 4 Dead,3.9,Shooter,1,1
26802825,F.E.A.R. 3,2.8,Shooter,1,1
26802825,Borderlands,0.8,Shooter,1,1
26802825,LEGO The Lord of the Rings,0.3,Action,1,1
78332414,Galactic Civilizations III,70.0,Strategy,1,1
78332414,Stronghold Kingdoms,37.0,Strategy,1,1
78332414,RIFT,0.1,Role-Playing,1,0
88585138,Portal,4.2,Puzzle,1,1
42681063,Football Manager 2013,291.0,Sports,1,1
42681063,Football Manager 2015,245.0,Simulation,1,1
42681063,Football Manager 2014,201.0,Sports,1,1
42681063,Football Manager 2012,172.0,Sports,1,1
42681063,Football Manager 2016,35.0,Simulation,1,1
42681063,Mafia II,14.4,Action,1,1
24932641,Half-Life 2,11.6,Shooter,1,1
242549338,Euro Truck Simulator 2,105.0,Action,1,1
242549338,Test Drive Unlimited 2,0.2,Racing,1,1
228302915,Euro Truck Simulator 2,20.0,Action,1,1
42928788,Terraria,28.0,Action,1,1
42928788,Left 4 Dead 2,5.3,Shooter,1,1
42928788,Trine 2,5.3,Platform,1,1
42928788,Portal,4.3,Puzzle,1,1
42928788,Saints Row IV,2.1,Action,1,1
42928788,Grand Theft Auto IV,2.0,Action,1,1
269437356,Mortal Kombat X,73.0,Fighting,1,1
25096601,BioShock Infinite,6.7,Shooter,1,1
25096601,Half-Life 2,5.9,Shooter,1,1
25096601,Portal 2,3.6,Shooter,1,1
25096601,Far Cry 3,2.1,Shooter,1,1
25096601,Fallout 4,1.6,Role-Playing,1,1
25096601,Max Payne 3,0.9,Shooter,1,1
25096601,Left 4 Dead 2,0.6,Shooter,1,1
25096601,Company of Heroes,0.5,Strategy,1,1
25096601,The Last Remnant,0.4,Role-Playing,1,1
25096601,The Evil Within,0.1,Action,1,0
233160273,Terraria,129.0,Action,1,1
233160273,Bejeweled 3,10.9,Puzzle,1,1
234024191,Portal 2,12.5,Shooter,1,1
234024191,Portal,5.2,Puzzle,1,1
88735140,Magicka,2.2,Role-Playing,1,1
42061089,Borderlands 2,82.0,Shooter,1,1
42061089,Grand Theft Auto V,52.0,Action,1,1
42061089,BioShock Infinite,41.0,Shooter,1,1
42061089,Half-Life 2,37.0,Shooter,1,1
42061089,DC Universe Online,25.0,Role-Playing,1,1
42061089,Left 4 Dead 2,24.0,Shooter,1,1
42061089,Max Payne 3,20.0,Shooter,1,1
42061089,BioShock,19.1,Shooter,1,1
42061089,Rocket League,15.5,Sports,1,1
42061089,Guild Wars,7.9,Role-Playing,1,1
42061089,Darksiders,5.3,Action,1,1
42061089,TERA,3.5,Role-Playing,1,1
42061089,Defiance,1.5,Shooter,1,1
42061089,RIFT,1.4,Role-Playing,1,1
42061089,The Evil Within,1.0,Action,1,1
42061089,Far Cry 3,0.9,Shooter,1,1
42061089,Evolve,0.4,Shooter,1,1
42061089,Far Cry 2,0.3,Action,1,1
42061089,Far Cry,0.2,Shooter,1,1
62654923,Portal,0.5,Puzzle,1,1
86338111,Left 4 Dead 2,29.0,Shooter,1,1
86338111,Portal 2,5.2,Shooter,1,1
86338111,Half-Life 2,1.0,Shooter,1,1
149501464,Terraria,48.0,Action,1,1
74232403,Left 4 Dead 2,4.2,Shooter,1,1
82235763,Homefront,12.8,Shooter,1,1
146682210,Metro 2033,0.3,Shooter,1,1
211925330,Fallout 4,133.0,Role-Playing,1,1
108877388,BioShock 2,5.1,Shooter,1,1
227083521,Portal 2,1.9,Shooter,1,1
112994491,Half-Life 2,44.0,Shooter,1,1
112994491,Left 4 Dead 2,2.0,Shooter,1,1
112994491,Left 4 Dead,0.2,Shooter,1,1
211760999,Football Manager 2015,6.9,Simulation,1,1
58152057,Saints Row 2,0.6,Action,1,1
111316830,Terraria,8.2,Action,1,1
92914917,Dead Island,32.0,Action,1,1
92914917,Left 4 Dead 2,15.3,Shooter,1,1
92914917,Risen,14.5,Role-Playing,1,1
92914917,BioShock Infinite,11.9,Shooter,1,1
92914917,The Tiny Bang Story,5.7,Adventure,1,1
92914917,Just Cause 2,2.5,Action,1,1
92914917,Trine 2,1.9,Platform,1,1
92914917,Terraria,1.7,Action,1,1
92914917,Portal 2,1.6,Shooter,1,1
92914917,Sonic & All-Stars Racing Transformed,1.5,Racing,1,1
92914917,The Binding of Isaac,1.5,Action,1,1
92914917,Magicka,1.2,Role-Playing,1,1
92914917,Left 4 Dead,0.9,Shooter,1,1
92914917,Farming Simulator 2011,0.3,Simulation,1,1
92914917,Half-Life,0.2,Shooter,1,1
158173228,Spintires,28.0,Adventure,1,1
158173228,Euro Truck Simulator 2,6.2,Action,1,1
77870593,Men of War,57.0,Strategy,1,1
72842694,Borderlands 2,99.0,Shooter,1,1
72842694,Far Cry 3,30.0,Shooter,1,1
72842694,Terraria,13.9,Action,1,1
72842694,Mortal Kombat X,13.3,Fighting,1,1
72842694,Sonic & All-Stars Racing Transformed,11.2,Racing,1,1
72842694,Might & Magic Heroes VI,10.6,Role-Playing,1,1
72842694,Tomb Raider,9.9,Action,1,1
72842694,Rocket League,5.8,Sports,1,1
72842694,LEGO The Lord of the Rings,5.0,Action,1,1
72842694,Sleeping Dogs,4.8,Action,1,1
72842694,Left 4 Dead 2,3.3,Shooter,1,1
72842694,Dungeon Defenders,2.3,Role-Playing,1,1
72842694,Sonic Generations,1.7,Platform,1,1
72842694,Portal,1.3,Puzzle,1,1
72842694,BioShock Infinite,1.2,Shooter,1,1
72842694,Duke Nukem Forever,0.8,Shooter,1,1
72842694,Dead Island,0.8,Action,1,1
72842694,The Binding of Isaac,0.3,Action,1,1
72842694,Legendary,0.3,Shooter,1,1
144508237,Football Manager 2013,1.7,Sports,1,1
17649444,Mass Effect,908.0,Role-Playing,1,1
17649444,Mass Effect 2,276.0,Role-Playing,1,1
17649444,Supreme Commander 2,271.0,Strategy,1,1
17649444,Torchlight,243.0,Role-Playing,1,1
17649444,The Binding of Isaac,219.0,Action,1,1
17649444,Supreme Commander,106.0,Strategy,1,1
17649444,Half-Life 2,43.0,Shooter,1,1
17649444,Portal,38.0,Puzzle,1,1
17649444,Crysis,27.0,Shooter,1,1
17649444,Portal 2,14.8,Shooter,1,1
17649444,BioShock,0.3,Shooter,1,1
54916182,Football Manager 2010,2603.0,Sports,1,1
179481154,Far Cry 3,32.0,Shooter,1,1
115396529,Fallout 4,17.9,Role-Playing,1,1
20200395,Far Cry 3,43.0,Shooter,1,1
20200395,Borderlands 2,35.0,Shooter,1,1
20200395,Torchlight,30.0,Role-Playing,1,1
20200395,Tomb Raider,27.0,Action,1,1
20200395,Left 4 Dead 2,19.0,Shooter,1,1
20200395,Max Payne 3,12.9,Shooter,1,1
20200395,Darksiders II,11.5,Action,1,1
20200395,The Darkness II,11.4,Shooter,1,1
20200395,Champions Online,4.2,Role-Playing,1,1
20200395,Dishonored,1.5,Action,1,1
20200395,Half-Life 2,1.4,Shooter,1,1
20200395,Grand Theft Auto III,1.0,Action,1,1
20200395,Mass Effect,0.9,Role-Playing,1,1
20200395,Portal,0.4,Puzzle,1,1
20200395,The Binding of Isaac,0.3,Action,1,1
32498610,Left 4 Dead 2,20.0,Shooter,1,1
4834220,Borderlands 2,427.0,Shooter,1,1
4834220,BioShock Infinite,265.0,Shooter,1,1
4834220,Fallout 4,19.8,Role-Playing,1,1
65229865,GRID,38.0,Racing,1,1
65229865,Mass Effect 2,26.0,Role-Playing,1,1
65229865,Might & Magic Heroes VI,5.1,Role-Playing,1,1
65229865,Majesty 2 Collection,2.8,Strategy,1,1
65229865,Worms Reloaded,2.2,Strategy,1,1
65229865,Portal,2.0,Puzzle,1,1
65229865,BioShock,1.1,Shooter,1,1
65229865,Magicka,0.8,Role-Playing,1,1
65229865,King Arthur Collection,0.5,Strategy,1,1
65229865,Fallout 4,0.5,Role-Playing,1,1
65958466,Mass Effect,125.0,Role-Playing,1,1
65958466,Fallout 4,123.0,Role-Playing,1,1
65958466,Mass Effect 2,96.0,Role-Playing,1,1
65958466,Far Cry 3,39.0,Shooter,1,1
65958466,Darksiders II,38.0,Action,1,1
65958466,The Binding of Isaac,30.0,Action,1,1
65958466,Far Cry 4,28.0,Shooter,1,1
65958466,Darksiders,24.0,Action,1,1
65958466,Wasteland 2,21.0,Role-Playing,1,1
65958466,Portal,16.2,Puzzle,1,1
65958466,Metro 2033,15.3,Shooter,1,1
65958466,Half-Life 2,13.2,Shooter,1,1
65958466,Terraria,12.3,Action,1,1
65958466,Dishonored,8.6,Action,1,1
65958466,Magicka,8.4,Role-Playing,1,1
65958466,Dead Space,5.2,Action,1,1
65958466,BioShock 2,4.9,Shooter,1,1
65958466,Company of Heroes,3.7,Strategy,1,1
65958466,Tomb Raider,0.8,Action,1,1
129520075,Grand Theft Auto IV,1.9,Action,1,1
248255491,Gothic 3,16.5,Role-Playing,1,1
226923581,LEGO The Hobbit,0.6,Action,1,1
43908860,Portal,36.0,Puzzle,1,1
43908860,Far Cry 3,24.0,Shooter,1,1
43908860,Portal 2,18.3,Shooter,1,1
43908860,Half-Life 2,4.7,Shooter,1,1
85714521,Left 4 Dead 2,18.8,Shooter,1,1
49767455,Terraria,94.0,Action,1,1
49767455,Rocket League,93.0,Sports,1,1
49767455,Left 4 Dead 2,33.0,Shooter,1,1
49767455,Dead Rising 2,2.2,Action,1,1
61676491,Rocket League,479.0,Sports,1,1
61676491,Dungeon Defenders,47.0,Role-Playing,1,1
61676491,Grand Theft Auto IV,34.0,Action,1,1
61676491,The Binding of Isaac,23.0,Action,1,1
61676491,Farming Simulator 2011,15.9,Simulation,1,1
61676491,Sleeping Dogs,13.4,Action,1,1
61676491,Darksiders,12.1,Action,1,1
61676491,Terraria,8.6,Action,1,1
61676491,Borderlands 2,7.0,Shooter,1,1
61676491,Farming Simulator 2013,6.9,Simulation,1,1
61676491,Left 4 Dead 2,5.4,Shooter,1,1
61676491,Mafia II,5.2,Action,1,1
61676491,Torchlight,4.6,Role-Playing,1,1
61676491,Just Cause 2,3.2,Action,1,1
61676491,DC Universe Online,2.9,Role-Playing,1,1
61676491,Portal,1.3,Puzzle,1,1
61676491,GRID Autosport,0.6,Racing,1,1
61676491,F.E.A.R. 3,0.6,Shooter,1,1
61676491,Metro 2033,0.2,Shooter,1,1
61676491,Europa Universalis III,0.2,Strategy,1,1
166753156,Euro Truck Simulator 2,34.0,Action,1,1
166753156,Defiance,22.0,Shooter,1,1
166753156,APB Reloaded,4.5,Role-Playing,1,1
135879753,Half-Life 2,19.3,Shooter,1,1
68224834,Borderlands 2,15.9,Shooter,1,1
68224834,GRID Autosport,14.1,Racing,1,1
157469247,Half-Life 2,2.1,Shooter,1,1
157469247,Left 4 Dead 2,1.5,Shooter,1,1
157469247,Portal,0.1,Puzzle,1,0
80119032,Dead Island,11.9,Action,1,1
122803519,Left 4 Dead 2,17.5,Shooter,1,1
34177747,Terraria,717.0,Action,1,1
34177747,Left 4 Dead 2,307.0,Shooter,1,1
34177747,Borderlands 2,189.0,Shooter,1,1
34177747,Borderlands,143.0,Shooter,1,1
34177747,Mass Effect 2,105.0,Role-Playing,1,1
34177747,Portal 2,75.0,Shooter,1,1
34177747,Far Cry 3,60.0,Shooter,1,1
34177747,Torchlight,51.0,Role-Playing,1,1
34177747,Mass Effect,30.0,Role-Playing,1,1
34177747,Overlord II,28.0,Action,1,1
34177747,Dishonored,27.0,Action,1,1
34177747,Magicka,23.0,Role-Playing,1,1
34177747,BioShock,18.3,Shooter,1,1
34177747,BioShock 2,17.9,Shooter,1,1
34177747,BioShock Infinite,16.4,Shooter,1,1
34177747,Overlord,16.4,Strategy,1,1
34177747,Half-Life 2,12.4,Shooter,1,1
34177747,Goodbye Deponia,8.8,Adventure,1,1
34177747,Deponia,7.9,Adventure,1,1
34177747,Trine,7.4,Action,1,1
34177747,Trine 2,3.1,Platform,1,1
34177747,Homeworld Remastered Collection,0.3,Strategy,1,1
124712421,Portal,11.9,Puzzle,1,1
124712421,Portal 2,3.9,Shooter,1,1
44866715,Star Trek Online,52.0,Role-Playing,1,1
44866715,Champions Online,1.2,Role-Playing,1,1
44866715,Defiance,1.1,Shooter,1,1
44866715,APB Reloaded,0.9,Role-Playing,1,1
44866715,Half-Life 2,0.8,Shooter,1,1
86686260,Terraria,0.9,Action,1,1
198893163,Child of Light,11.6,Role-Playing,1,1
198893163,DC Universe Online,0.3,Role-Playing,1,1
49350285,Left 4 Dead 2,431.0,Shooter,1,1
49350285,Left 4 Dead,125.0,Shooter,1,1
49350285,Dead Island,26.0,Action,1,1
49350285,Portal 2,17.7,Shooter,1,1
49350285,Tomb Raider,16.6,Action,1,1
49350285,Metro 2033,12.4,Shooter,1,1
49350285,Portal,10.1,Puzzle,1,1
49350285,Alan Wake,3.3,Action,1,1
49350285,Darksiders,0.8,Action,1,1
31727716,DC Universe Online,1326.0,Role-Playing,1,1
31727716,Left 4 Dead 2,54.0,Shooter,1,1
31727716,Project CARS,34.0,Racing,1,1
31727716,Borderlands 2,1.6,Shooter,1,1
142001340,APB Reloaded,558.0,Role-Playing,1,1
142001340,Grand Theft Auto V,134.0,Action,1,1
